Station,Date,Time,Campaign,Institution,River,Latitude,Longitude,Average Velocity (m/s),Flow (m3/s),Distance from Bank,Conductivity (uS/cm),Bulk Density (g/cm3),Real Density (g/cm3),Moisture (%),Organic Matter (%),pH,Sand (%),Silt (%),Clay (%),Textural Classification,0.032 mm - No. 450 (ASTM) (%),0.063 mm - No. 230 (ASTM) (%),0.125 mm - No. 120 (ASTM) (%),0.250 mm - No. 060 (ASTM) (%),0.500 mm - No. 035 (ASTM) (%),1.00 mm - No. 018 (ASTM) (%),2.00 mm - No. 010 (ASTM) (%),Residue (%),Sieve Size,Aluminum (g/100 g fraction) (% Al),Antimony (mg/kg Sb),Arsenic (mg/kg As),Sulfur (g/100 g fraction) (% S),Barium (mg/kg Ba),Beryllium (mg/kg Be),Bismuth (mg/kg Bi),Boron (mg/kg B),Cadmium (mg/kg Cd),Calcium (g/100 g fraction) (% Ca),Cerium (mg/kg Ce),Cesium (mg/kg Cs),Cobalt (mg/kg Co),Copper (mg/kg Cu),Chromium (mg/kg Cr),Dysprosium (mg/kg Dy),Erbium (mg/kg Er),Scandium (mg/kg Sc),Tin (mg/kg Sn),Strontium (mg/kg Sr),Europium (mg/kg Eu),Phosphorus (g/100 g fraction) (% P),Gadolinium (mg/kg Gd),Gallium (mg/kg Ga),Germanium (mg/kg Ge),Hafnium (mg/kg Hf),Iron (g/100 g fraction) (% Fe),Holmium (mg/kg Ho),Indium (mg/kg In),Ytterbium (mg/kg Yb),Yttrium (mg/kg Y),Lanthanum (mg/kg La),Lithium (mg/kg Li),Lutetium (mg/kg Lu),Magnesium (g/100 g fraction) (% Mg),Manganese (mg/kg Mn),Mercury (ug/kg fraction) (ug/kg Hg),Molybdenum (mg/kg Mo),Neodymium (mg/kg Nd),Niobium (mg/kg Nb),Nickel (mg/kg Ni),Gold (ug/kg fraction) (ug/kg Au),Silver (mg/kg Ag),Lead (mg/kg Pb),Potassium (g/100 g fraction) (% K),Praseodymium (mg/kg Pr),Rhenium (mg/kg Re),Rubidium (mg/kg Rb),Samarium (mg/kg Sm),Selenium (mg/kg Se),Sodium (g/100 g fraction) (% Na),Thallium (mg/kg Tl),Tantalum (mg/kg Ta),Tellurium (mg/kg Te),Terbium (mg/kg Tb),Titanium (g/100 g fraction) (% Ti),Thorium (mg/kg Th),Thulium (mg/kg Tm),Uranium (mg/kg U),Vanadium (mg/kg V),Tungsten (mg/kg W),Zinc (mg/kg Zn),Zirconium (mg/kg Zr),Lat_dd,Long_dd,data_source,Apparent Density (g/cm3),0.016 mm (%),4.75 mm - No. 004 (ASTM) (%)
María Cristina,2019-07-09,13:51,July 2019,DE - CTN,La Estrella,"22° 40' 52.26""","62° 12' 26.16""",NA,NA,0.5,604,1.47,2.67,24.2,0.6,8.5,59.37,36.63,4,Franco arenoso,31.89,28.4,1.04,0,NA,NA,NA,38.67,0.063 - <0.125 mm,1.49,1.34,7,0.5,143,0.8,0.97,8,0.15,0.43,21.2,3.55,40.3,13.7,14,1.3,0.5,3.2,1.84,39.7,0.5,0.037,2.1,3.81,0.05,0.05,2.05,0.2,0.04,0.4,5.62,10.1,22.5,0.05,0.37,228,5,0.38,11.5,0.2,17.6,0.25,0.109,14.8,0.41,2.8,0.001,23.8,2.2,0.05,0.084,0.17,0.025,0.03,0.3,0.014,3.2,0.05,0.5,22,300,63.8,2,-22.681183,-62.207267,sed_2019_clean.xlsx,NA,NA,NA
El Potrillo,2019-07-09,10:15,July 2019,DE - CTN,La Estrella,"23° 8' 9.78""","61° 57' 50.28""",NA,NA,0,733,1.44,2.67,29.9,0.85,8.6,46.75,49.25,4,Franco arenoso,27.02,18.02,0.43,0,NA,NA,NA,54.53,0.032 mm - N° 450 (ASTM),1.69,2.4,10.2,0.5,227,1,23,10,0.14,0.44,35,4.32,46.5,64.6,17,1.7,0.7,3.4,3.84,40.1,0.6,0.045,2.8,4.04,0.05,0.05,2.41,0.3,0.07,0.5,7.01,16.9,26.1,0.05,0.44,260,5,0.45,18.1,0.05,19.7,0.25,0.307,22,0.49,4.4,0.001,27,3.3,0.05,0.09,0.33,0.025,0.02,0.4,0.011,5.1,0.05,0.7,27,170,82.1,2.3,-23.13605,-61.963967,sed_2019_clean.xlsx,NA,NA,NA
El Potrillo,2019-07-09,10:15,July 2019,DE - CTN,La Estrella,"23° 8' 9.78""","61° 57' 50.28""",NA,NA,0,733,1.44,2.67,29.9,0.85,8.6,46.75,49.25,4,Franco arenoso,27.02,18.02,0.43,0,NA,NA,NA,54.53,0.063 - <0.125 mm,1.29,1.49,8,0.5,129,0.8,3.96,8,0.13,0.41,20.2,3.88,48.8,18.7,13,1.3,0.5,2.7,8.36,36.1,0.5,0.036,2,3.44,0.05,0.05,2.06,0.2,0.06,0.4,5.14,9.4,22.6,0.05,0.36,232,60,0.4,11,0.2,17.8,0.25,0.15,18.2,0.35,2.7,0.001,20.8,2.1,0.05,0.083,0.18,0.025,0.01,0.3,0.014,3,0.05,0.5,20,300,72.8,1.4,-23.13605,-61.963967,sed_2019_clean.xlsx,NA,NA,NA
El Potrillo,2019-07-09,10:15,July 2019,DE - CTN,La Estrella,"23° 8' 9.78""","61° 57' 50.28""",NA,NA,0.5,562,1.46,2.67,23.2,0.7,8.5,59.86,36.14,4,Franco arenoso,31.23,29.41,0.69,0,NA,NA,NA,38.67,0.032 mm - N° 450 (ASTM),1.66,1.91,8,0.5,207,0.9,11,10,0.11,0.42,32.4,4.11,35.2,37.2,16,1.6,0.7,3.3,2.38,39.6,0.6,0.042,2.6,4,0.05,0.05,2.27,0.3,0.06,0.5,6.64,15.5,24.7,0.05,0.35,247,10,0.41,16.8,0.05,17.8,0.7,0.17,17,0.48,4.2,0.002,26.7,2.8,0.05,0.086,0.25,0.025,0.01,0.3,0.012,4.6,0.05,0.7,26,300,67,2.5,-23.13605,-61.963967,sed_2019_clean.xlsx,NA,NA,NA
El Potrillo,2019-07-09,10:15,July 2019,DE - CTN,La Estrella,"23° 8' 9.78""","61° 57' 50.28""",NA,NA,0.5,562,1.46,2.67,23.2,0.7,8.5,59.86,36.14,4,Franco arenoso,31.23,29.41,0.69,0,NA,NA,NA,38.67,0.063 - <0.125 mm,1.4,1.24,6.8,0.5,130,0.8,1.75,8,0.12,0.41,19.3,3.63,46.1,14,13,1.3,0.5,2.7,2.73,36.6,0.4,0.033,1.9,3.6,0.05,0.05,1.87,0.2,0.05,0.4,5.18,9.1,21.5,0.05,0.3,218,40,0.36,10.6,0.2,16.5,0.25,0.124,15.4,0.4,2.5,0.001,22.9,1.9,0.05,0.085,0.17,0.025,0.01,0.2,0.013,2.8,0.05,0.5,21,300,59.7,1.8,-23.13605,-61.963967,sed_2019_clean.xlsx,NA,NA,NA
San Josecito,2019-05-15,8:50,May 2019,DE - CTN,Pilaya,"21° 9' 5.76""","64° 14' 18.12""",NA,NA,0,340,1.61,2.69,23.3,0.98,8.2,89.83,6.17,4,Arena,5.79,35.03,44.06,10.89,NA,NA,NA,4.23,0.032 - 0.063 mm,1.73,6.67,14.6,0.5,611,1,1.22,15,0.16,0.64,227,4.83,42.1,21,46,3.7,1,3.9,3.5,71.8,2.5,0.093,11.1,6.3,0.05,0.2,4.7,0.5,0.07,0.7,14.5,105,21.8,0.05,0.44,424,5,1.5,97.8,0.5,23.8,1.6,0.116,28.7,0.4,25.8,0.002,25.6,20.8,0.5,0.135,0.18,0.025,0.07,0.9,0.182,25,0.1,1.8,129,300,115,9,-21.1516,-64.238367,sed_2019_clean.xlsx,NA,NA,NA
San Josecito,2019-05-15,8:50,May 2019,DE - CTN,Pilaya,"21° 9' 5.76""","64° 14' 18.12""",NA,NA,0,340,1.61,2.69,23.3,0.98,8.2,89.83,6.17,4,Arena,5.79,35.03,44.06,10.89,NA,NA,NA,4.23,0.125 mm - N° 120 (ASTM),1.18,1.76,11.5,0.5,138,0.8,0.29,7,0.13,0.39,38.4,2.76,46,15,13,1.3,0.5,2.1,0.87,40.1,0.7,0.05,2.6,3.62,0.05,0.05,2.1,0.2,0.03,0.4,5.68,16.8,18,0.05,0.37,224,5,0.84,17,0.2,16,2.1,0.059,14.5,0.28,4.4,0.002,17.8,3.8,0.05,0.096,0.1,0.025,0.01,0.3,0.02,5,0.05,0.6,22,300,66.1,2,-21.1516,-64.238367,sed_2019_clean.xlsx,NA,NA,NA
San Josecito,2019-05-15,8:50,May 2019,DE - CTN,Pilaya,"21° 9' 5.76""","64° 14' 18.12""",NA,NA,0,340,1.61,2.69,23.3,0.98,8.2,89.83,6.17,4,Arena,5.79,35.03,44.06,10.89,NA,NA,NA,4.23,0.250 mm - N° 060 (ASTM),1.15,1.72,11,0.5,126,0.7,0.27,7,0.13,0.38,36.2,2.69,44.3,13.7,12,1.2,0.4,2.1,0.82,39.7,0.6,0.048,2.3,3.55,0.05,0.05,2,0.2,0.03,0.3,5.59,15.8,17.1,0.05,0.35,214,5,0.81,15.7,0.2,15.4,1.7,0.067,13.6,0.27,4.2,0.002,16.8,3.3,0.3,0.088,0.1,0.025,0.05,0.2,0.02,4.7,0.05,0.6,22,300,61.6,1.6,-21.1516,-64.238367,sed_2019_clean.xlsx,NA,NA,NA
San Josecito,2019-05-15,8:50,May 2019,DE - CTN,Pilaya,"21° 9' 5.76""","64° 14' 18.12""",NA,NA,0.5,520,1.61,2.68,22.3,1.07,8.3,83.31,11.69,5,Arenoso franco,8.13,31.33,38.63,12.77,NA,NA,NA,9.14,0.032 - 0.063 mm,1.87,2.94,13.9,0.5,263,1,0.46,14,0.17,0.6,52.3,5.39,42.1,20.9,20,1.8,0.6,3.5,1.69,64,0.8,0.059,3.5,5.43,0.05,0.05,2.8,0.3,0.04,0.5,7.55,22.6,25.9,0.05,0.47,318,5,1.15,22.8,0.2,21.8,2.3,0.07,20.9,0.46,6,0.002,29.5,5,0.05,0.13,0.24,0.025,0.01,0.4,0.029,6.7,0.05,0.8,36,300,94.4,3.6,-21.1516,-64.238367,sed_2019_clean.xlsx,NA,NA,NA
San Josecito,2019-05-15,8:50,May 2019,DE - CTN,Pilaya,"21° 9' 5.76""","64° 14' 18.12""",NA,NA,0.5,520,1.61,2.68,22.3,1.07,8.3,83.31,11.69,5,Arenoso franco,8.13,31.33,38.63,12.77,NA,NA,NA,9.14,0.125 mm - N° 120 (ASTM),1.35,1.78,12,0.5,147,0.8,0.3,8,0.13,0.42,30.8,3.15,69.4,15.9,14,1.2,0.4,2.4,0.96,45,0.6,0.048,2.4,4.17,0.05,0.05,2.2,0.2,0.03,0.4,5.57,13.9,18.8,0.05,0.38,234,5,0.92,14.1,0.2,16.2,2.5,0.066,15.7,0.32,3.6,0.002,20.9,2.6,0.4,0.116,0.13,0.025,0.01,0.2,0.026,4.8,0.05,0.6,25,300,71.8,2.2,-21.1516,-64.238367,sed_2019_clean.xlsx,NA,NA,NA
San Josecito,2019-05-15,8:50,May 2019,DE - CTN,Pilaya,"21° 9' 5.76""","64° 14' 18.12""",NA,NA,0.5,520,1.61,2.68,22.3,1.07,8.3,83.31,11.69,5,Arenoso franco,8.13,31.33,38.63,12.77,NA,NA,NA,9.14,0.250 mm - N° 060 (ASTM),1.31,1.3,8.9,0.5,172,0.7,0.23,7,0.13,0.35,30.3,2.45,95.5,13.5,14,1.3,0.5,2.3,1.54,36.3,0.6,0.053,2.4,4.07,0.05,0.05,2,0.2,0.03,0.4,5.49,13.6,19.6,0.05,0.45,215,5,0.65,13.2,0.3,15.5,3,0.075,12.9,0.38,3.3,0.003,24.5,3,0.7,0.092,0.16,0.025,0.01,0.2,0.032,5.3,0.05,0.6,25,300,60.4,2,-21.1516,-64.238367,sed_2019_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2019-05-14,16:10,May 2019,DE - CTN,Pilcomayo,"20° 54' 49,8""","64° 6' 37.56""",0.74,100.46,0,1335,1.56,2.68,26.6,1.1,8.4,68.07,26.93,5,Franco arenoso,21.46,29.95,4.02,0,NA,NA,NA,44.57,0.032 mm - N° 450 (ASTM),1.54,1.28,9,0.5,269,1,0.27,12,0.14,0.51,30.3,4.52,39.1,18.4,18,1.8,0.6,3.5,1.62,35.5,0.6,0.052,3.1,4.05,0.05,0.05,2.57,0.3,0.05,0.5,7.52,13,20.8,0.05,0.45,433,5,0.49,13.9,0.2,19.1,2.3,0.067,16.6,0.47,3.6,0.001,28.4,3.1,0.05,0.078,0.21,0.025,0.01,0.3,0.014,6.1,0.05,0.7,29,300,72.3,3,-20.913611,-64.110433,sed_2019_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2019-05-14,16:10,May 2019,DE - CTN,Pilcomayo,"20° 54' 49,8""","64° 6' 37.56""",0.74,100.46,0,1335,1.56,2.68,26.6,1.1,8.4,68.07,26.93,5,Franco arenoso,21.46,29.95,4.02,0,NA,NA,NA,44.57,0.063 - <0.125 mm,1.05,0.95,6.8,0.5,141,0.7,0.22,6,0.07,0.4,20.2,2.99,40.7,14.3,12,1.4,0.5,2.8,0.81,30.3,0.5,0.048,2.3,2.9,0.05,0.05,2.02,0.2,0.04,0.4,6.37,8.4,16.2,0.05,0.35,339,5,0.44,10.4,0.2,15.2,2,0.052,13.5,0.28,2.5,0.001,18.3,2.4,0.05,0.061,0.11,0.025,0.01,0.3,0.012,3.9,0.05,0.5,20,300,59.1,1.8,-20.913611,-64.110433,sed_2019_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2019-05-14,16:10,May 2019,DE - CTN,Pilcomayo,"20° 54' 49,8""","64° 6' 37.56""",0.74,100.46,0.5,866,1.6,2.66,24.2,1.58,8.4,66.56,29.44,4,Franco arenoso,21.23,34.66,6.16,0,NA,NA,NA,37.95,0.032 mm - N° 450 (ASTM),1.55,1.31,8.6,0.5,260,1,0.26,12,0.12,0.46,28.5,4.31,40.8,17.8,18,1.7,0.7,3.8,1.51,33.5,0.6,0.053,2.8,4.07,0.05,0.05,2.54,0.3,0.04,0.5,7.6,12.2,19.9,0.05,0.43,408,5,0.46,13.4,0.2,18.4,0.25,0.077,16.1,0.48,3.4,0.002,28.4,3.3,0.2,0.079,0.19,0.025,0.01,0.3,0.014,5.8,0.05,0.7,29,300,69.1,3,-20.913611,-64.110433,sed_2019_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2019-05-14,16:10,May 2019,DE - CTN,Pilcomayo,"20° 54' 49,8""","64° 6' 37.56""",0.74,100.46,0.5,866,1.6,2.66,24.2,1.58,8.4,66.56,29.44,4,Franco arenoso,21.23,34.66,6.16,0,NA,NA,NA,37.95,0.063 - <0.125 mm,1.06,1.05,7.5,0.5,139,0.9,0.2,7,0.1,0.4,19.9,2.83,35.4,14.3,13,1.3,0.5,2.7,0.69,29.9,0.5,0.051,2.3,3.17,0.05,0.05,2.09,0.2,0.04,0.4,6.27,8.3,16.2,0.05,0.35,336,5,0.43,10.2,0.2,15.3,1.9,0.048,13.4,0.3,2.5,0.001,18.6,2.3,0.05,0.061,0.1,0.025,0.01,0.3,0.013,4,0.05,0.5,21,300,56.6,1.8,-20.913611,-64.110433,sed_2019_clean.xlsx,NA,NA,NA
Villamontes,2019-05-14,6:50,May 2019,DE - CTN,Pilcomayo,"21° 15' 30.72""","63° 30' 39.42""",0.648,117.948,0,305,1.61,2.67,22.6,0.57,8.3,91.9,5.08,4,Arena,9.47,57.18,26.58,0,NA,NA,NA,6.77,0.032 - 0.063 mm,1.05,1.08,5.8,0.5,257,0.6,0.22,9,0.1,0.47,47,2.6,72.2,9.7,13,1.6,0.7,2.3,5.9,28.3,0.6,0.041,3.1,2.59,0.05,0.2,1.55,0.3,0.04,0.5,7.74,21.1,11.8,0.05,0.27,225,5,0.36,20.6,0.2,9.6,0.9,0.071,11.2,0.34,5.6,0.003,19.1,4.3,0.05,0.07,0.09,0.025,0.01,0.3,0.031,7.8,0.05,0.8,31,300,38.8,7.3,-21.258533,-63.51095,sed_2019_clean.xlsx,NA,NA,NA
Villamontes,2019-05-14,6:50,May 2019,DE - CTN,Pilcomayo,"21° 15' 30.72""","63° 30' 39.42""",0.648,117.948,0,305,1.61,2.67,22.6,0.57,8.3,91.9,5.08,4,Arena,9.47,57.18,26.58,0,NA,NA,NA,6.77,0.125 mm - N° 120 (ASTM),0.54,0.55,4.1,0.5,68.1,0.3,0.18,3,0.04,0.33,12,1.29,89.8,5.9,6,0.7,0.3,1.2,1.32,18.1,0.3,0.022,1.2,1.56,0.05,0.05,0.8,0.1,0.01,0.2,3.27,5.3,7.4,0.05,0.17,122,5,0.28,5.87,0.1,6.1,2.2,0.037,6.2,0.16,1.5,0.002,9.6,1.3,0.3,0.049,0.01,0.025,0.01,0.1,0.009,1.9,0.05,0.3,10,300,20.9,1.4,-21.258533,-63.51095,sed_2019_clean.xlsx,NA,NA,NA
Villamontes,2019-05-14,6:50,May 2019,DE - CTN,Pilcomayo,"21° 15' 30.72""","63° 30' 39.42""",0.648,117.948,0.5,384,1.59,2.66,21.7,0.55,8.3,94.9,1.07,4,Arena,5.98,63.88,25.89,0,NA,NA,NA,4.25,0.032 - 0.063 mm,0.84,1.25,6.1,0.5,289,0.5,0.22,7,0.07,0.42,46.4,2.27,82.1,10.1,12,1.7,0.6,2.1,2.87,26.4,0.7,0.045,3.3,1.74,0.05,0.2,1.61,0.3,0.03,0.5,7.47,20.6,10.3,0.05,0.25,233,5,0.41,21.3,0.2,9.1,2.5,0.075,11.5,0.27,5.4,0.003,14.8,4.1,0.4,0.064,0.06,0.025,0.01,0.3,0.034,6.9,0.05,0.7,32,300,36.6,6.7,-21.258533,-63.51095,sed_2019_clean.xlsx,NA,NA,NA
Villamontes,2019-05-14,6:50,May 2019,DE - CTN,Pilcomayo,"21° 15' 30.72""","63° 30' 39.42""",0.648,117.948,0.5,384,1.59,2.66,21.7,0.55,8.3,94.9,1.07,4,Arena,5.98,63.88,25.89,0,NA,NA,NA,4.25,0.125 mm - N° 120 (ASTM),0.43,0.48,4.2,0.5,65.7,0.3,0.12,3,0.07,0.3,12.4,1.31,86.3,5.2,6,0.8,0.3,1.1,0.79,17.3,0.3,0.025,1.1,1.29,0.05,0.05,0.81,0.1,0.01,0.2,3.3,5.4,6.8,0.05,0.16,122,5,0.23,6.06,0.1,5.9,2.1,0.035,6.1,0.13,1.5,0.002,7.5,1.4,0.9,0.046,0.01,0.025,0.01,0.1,0.008,1.9,0.05,0.3,10,300,22.1,1.3,-21.258533,-63.51095,sed_2019_clean.xlsx,NA,NA,NA
Misión La Paz - SNIH,2019-05-13,12:50,May 2019,DE - CTN,Pilcomayo,"22° 22' 41.28""","62° 31' 7.08""",NA,136,0,595,1.43,2.67,28.8,1.35,8.5,43,52.02,4,Franco limoso,35.01,8.63,0.13,0,NA,NA,NA,56.23,0.032 mm - N° 450 (ASTM),1.64,2.05,12.8,0.5,229,1,0.55,13,0.23,0.49,30.6,4.84,25,17.8,19,1.6,0.6,3.7,16.4,41.7,0.6,0.055,2.9,4.03,0.05,0.05,2.64,0.3,0.16,0.5,7.59,13.3,26.5,0.05,0.48,330,5,0.59,15.1,0.2,20.4,0.9,0.228,26.9,0.45,3.8,0.001,29.2,3.2,0.05,0.079,0.21,0.025,0.01,0.3,0.015,6,0.05,0.7,30,144,156,2.4,-22.378133,-62.518633,sed_2019_clean.xlsx,NA,NA,NA
Misión La Paz - SNIH,2019-05-13,12:50,May 2019,DE - CTN,Pilcomayo,"22° 22' 41.28""","62° 31' 7.08""",NA,136,0,595,1.43,2.67,28.8,1.35,8.5,43,52.02,4,Franco limoso,35.01,8.63,0.13,0,NA,NA,NA,56.23,0.063 - <0.125 mm,1.42,1.68,11.2,0.5,166,0.9,0.36,11,0.22,0.48,20.3,5.41,67.1,17.1,17,1.3,0.5,3.7,2.02,41.6,0.5,0.044,2.3,4.06,0.05,0.05,2.51,0.2,0.07,0.4,6.28,8.6,25.8,0.05,0.51,319,5,0.5,10.3,0.7,21.2,1.1,0.139,17.2,0.38,2.6,0.002,28.1,2.5,0.05,0.097,0.2,0.025,0.01,0.3,0.035,4.3,0.05,0.6,28,300,83.8,2.1,-22.378133,-62.518633,sed_2019_clean.xlsx,NA,NA,NA
Misión La Paz - SNIH,2019-05-13,12:50,May 2019,DE - CTN,Pilcomayo,"22° 22' 41.28""","62° 31' 7.08""",NA,136,1,405,1.48,2.7,25.1,1.3,8.4,66.64,29.36,4,Franco arenoso,33.8,36.23,0.56,0,NA,NA,NA,29.4,0.032 mm - N° 450 (ASTM),1.58,2.01,10,0.5,281,1,0.37,12,0.17,0.46,38,3.9,23.1,15.2,18,1.7,0.6,3.2,5.42,36.3,0.7,0.056,3.1,3.46,0.05,0.05,2.44,0.3,0.05,0.5,7.56,17,21.4,0.05,0.41,284,5,0.54,17.9,0.2,16.9,0.8,0.083,16,0.44,4.6,5e-4,26.8,4,0.3,0.08,0.17,0.025,0.01,0.3,0.019,6.6,0.05,0.7,31,143,71.6,3.1,-22.378133,-62.518633,sed_2019_clean.xlsx,NA,NA,NA
Misión La Paz - SNIH,2019-05-13,12:50,May 2019,DE - CTN,Pilcomayo,"22° 22' 41.28""","62° 31' 7.08""",NA,136,1,405,1.48,2.7,25.1,1.3,8.4,66.64,29.36,4,Franco arenoso,33.8,36.23,0.56,0,NA,NA,NA,29.4,0.063 - <0.125 mm,1.19,1.48,8.8,0.5,146,0.7,0.27,9,0.11,0.4,22.7,3.27,31.2,12.1,14,1.3,0.5,2.6,1.2,33.3,0.5,0.046,2.2,3.23,0.05,0.05,2.05,0.2,0.04,0.4,5.9,9.8,18.7,0.05,0.38,242,5,0.45,11.3,0.2,15.4,1.3,0.075,13.8,0.32,2.9,0.001,20.3,2.6,0.2,0.071,0.12,0.025,0.01,0.3,0.016,4.1,0.05,0.5,22,300,62.6,2,-22.378133,-62.518633,sed_2019_clean.xlsx,NA,NA,NA
Liviara,2019-05-09,10:10,May 2019,DE - CTN,Orosmayo,"22° 32' 0.18""","66° 20' 52.44""",0.37,0.43,0,494,0.98,2.41,44.3,5.23,8,19.37,76.63,4,Franco limoso,2.65,2.55,1.47,2.68,NA,NA,NA,90.65,0.032 - 0.250 mm,3.51,2.4,62.3,0.5,459,2.2,1.04,87,14.6,0.78,56.2,123,40,70,34,2.3,1,8.5,8.76,156,0.7,0.09,3.9,12,0.05,0.2,4.14,0.4,0.38,0.8,10.5,25.3,72.9,0.1,1.13,3420,40,2.12,23.8,0.9,33.6,6.9,2,52.7,1.15,5.9,5e-4,103,4.2,0.05,0.32,1.72,0.025,0.01,0.4,0.24,8.7,0.1,2,106,88.4,1170,12.2,-22.533383,-66.3479,sed_2019_clean.xlsx,NA,NA,NA
Palca Grande,2019-05-06,16:40,May 2019,DE - CTN,Tumusla,"20° 44' 32.04""","65° 14' 27.72""",0.573,8.64,0,305,1.65,2.65,28.9,0.95,8.1,72.7,23.3,4,Franco arenoso,18.6,33.1,23.79,2.16,NA,NA,NA,22.35,0.032 mm - N° 450 (ASTM),2.81,6.39,13.2,0.5,552,1.4,0.62,20,0.32,0.44,37.3,7.01,58.2,21,25,1.8,0.8,5.1,2.04,59.8,0.6,0.08,3,9.97,0.05,0.05,3.69,0.3,0.07,0.5,7.56,17.5,52.6,0.05,0.39,392,5,1.18,18.8,0.2,27.4,1,0.12,23.3,0.78,4.3,5e-4,38.3,3.5,0.8,0.17,0.28,0.025,0.01,0.4,0.03,6.8,0.05,0.7,35,300,145,3.8,-20.742233,-65.241033,sed_2019_clean.xlsx,NA,NA,NA
Palca Grande,2019-05-06,16:40,May 2019,DE - CTN,Tumusla,"20° 44' 32.04""","65° 14' 27.72""",0.573,8.64,0,305,1.65,2.65,28.9,0.95,8.1,72.7,23.3,4,Franco arenoso,18.6,33.1,23.79,2.16,NA,NA,NA,22.35,0.063 mm - N° 230 (ASTM),2.1,6.11,17.5,0.5,278,1.1,0.57,14,0.22,0.39,24.4,5.72,52.5,20.6,19,1.4,0.6,4.3,2.15,53.8,0.5,0.06,2.2,7.05,0.05,0.05,3.4,0.2,0.07,0.4,5.78,11,41.5,0.05,0.37,363,5,1.23,12.8,0.2,23.8,1,0.1,21.8,0.54,2.8,5e-4,27.4,2.4,0.9,0.13,0.2,0.025,0.01,0.3,0.02,4.7,0.05,0.5,26,300,127,2.3,-20.742233,-65.241033,sed_2019_clean.xlsx,NA,NA,NA
Palca Grande,2019-05-06,16:40,May 2019,DE - CTN,Tumusla,"20° 44' 32.04""","65° 14' 27.72""",0.573,8.64,0,305,1.65,2.65,28.9,0.95,8.1,72.7,23.3,4,Franco arenoso,18.6,33.1,23.79,2.16,NA,NA,NA,22.35,0.125 - 0.250 mm,2.36,4.67,18.5,0.5,247,1.3,0.7,17,0.13,0.4,23,5.79,50.5,18,20,1.2,0.5,5,2.3,64,0.4,0.04,1.9,7.98,0.05,0.05,3.19,0.2,0.07,0.3,4.8,10.7,39.2,0.05,0.41,329,5,1.16,11.1,0.3,20.8,0.25,0.1,20.7,0.72,2.6,5e-4,37.1,2.1,1.2,0.18,0.28,0.025,0.01,0.2,0.05,5,0.05,0.6,32,300,126,2.5,-20.742233,-65.241033,sed_2019_clean.xlsx,NA,NA,NA
Palca Grande,2019-05-06,16:40,May 2019,DE - CTN,Tumusla,"20° 44' 32.04""","65° 14' 27.72""",0.573,8.64,2,374,1.52,2.65,24,0.93,8.1,51.69,45.31,3,Franco arenoso,25.35,18.61,9.62,0.85,NA,NA,NA,45.57,0.032 mm - N° 450 (ASTM),2.67,5.42,13.1,0.5,379,1.5,0.71,17,0.23,0.31,28.8,6.91,35.5,20.7,24,1.5,0.6,5,2.36,47.2,0.5,0.06,2.5,8.62,0.05,0.05,3.67,0.2,0.09,0.4,5.88,13.3,56.4,0.05,0.44,409,5,1.28,14.6,0.1,29.2,0.25,0.11,22.3,0.67,3.3,5e-4,33.4,2.9,0.8,0.13,0.26,0.025,0.03,0.3,0.02,5.8,0.05,0.6,31,169,137,2.3,-20.742233,-65.241033,sed_2019_clean.xlsx,NA,NA,NA
Palca Grande,2019-05-06,16:40,May 2019,DE - CTN,Tumusla,"20° 44' 32.04""","65° 14' 27.72""",0.573,8.64,2,374,1.52,2.65,24,0.93,8.1,51.69,45.31,3,Franco arenoso,25.35,18.61,9.62,0.85,NA,NA,NA,45.57,0.063 mm - N° 230 (ASTM),2.19,6.65,42.2,0.5,326,1.4,2.13,16,0.28,0.33,28.8,6.15,43.3,21.5,21,1.5,0.6,4.3,15.5,49.1,0.5,0.06,2.3,7.63,0.05,0.05,3.84,0.2,0.09,0.4,6.02,13.2,47.8,0.05,0.43,405,5,1.4,14.6,0.2,28.4,0.25,0.18,25.5,0.54,3.5,5e-4,28.5,2.9,1,0.13,0.24,0.025,0.06,0.3,0.03,5.9,0.05,0.6,28,300,135,2.4,-20.742233,-65.241033,sed_2019_clean.xlsx,NA,NA,NA
Palca Grande,2019-05-06,16:40,May 2019,DE - CTN,Tumusla,"20° 44' 32.04""","65° 14' 27.72""",0.573,8.64,2,374,1.52,2.65,24,0.93,8.1,51.69,45.31,3,Franco arenoso,25.35,18.61,9.62,0.85,NA,NA,NA,45.57,0.125 - 0.250 mm,2.03,6.83,67.1,0.5,212,1.2,4.43,19,0.11,0.41,21.2,4.67,125,20.4,18,1.2,0.5,4.4,34.9,62.4,0.5,0.05,1.8,6.86,0.05,0.05,3.34,0.2,0.13,0.3,5.13,9.9,34.8,0.05,0.33,325,5,1.43,10.9,0.3,21.9,3.8,0.35,28.6,0.55,2.5,5e-4,27.9,2,1.3,0.18,0.24,0.025,0.09,0.2,0.03,4.7,0.05,0.6,25,300,119,2.4,-20.742233,-65.241033,sed_2019_clean.xlsx,NA,NA,NA
